time,ax,ay,az,aT
411.687,-0.04,0.16,-0.27,0.32
411.688,-0.06,0.15,-0.29,0.33
411.689,-0.05,0.16,-0.26,0.30
411.690,0.03,0.19,-0.24,0.31
411.691,-0.02,0.13,-0.23,0.27
411.695,0.02,0.13,-0.25,0.29
411.703,-0.00,0.16,-0.27,0.32
411.707,-0.01,0.14,-0.34,0.37
411.710,-0.00,0.13,-0.30,0.33
411.716,-0.02,0.18,-0.32,0.36
411.720,-0.00,0.17,-0.25,0.30
411.725,-0.03,0.13,-0.27,0.30
411.731,-0.02,0.22,-0.31,0.38
411.740,-0.06,0.17,-0.27,0.32
411.743,-0.02,0.16,-0.27,0.32
411.744,-0.01,0.18,-0.26,0.32
411.756,-0.06,0.17,-0.24,0.29
411.760,0.03,0.19,-0.33,0.38
411.761,0.01,0.15,-0.27,0.31
411.766,-0.01,0.19,-0.34,0.39
411.770,-0.02,0.11,-0.29,0.32
411.776,-0.01,0.14,-0.23,0.27
411.780,0.02,0.15,-0.29,0.33
411.787,-0.02,0.14,-0.25,0.29
411.790,-0.00,0.17,-0.26,0.31
411.795,-0.03,0.14,-0.34,0.37
411.806,0.02,0.14,-0.23,0.27
411.807,0.01,0.16,-0.29,0.33
411.811,0.01,0.16,-0.30,0.33
411.818,0.03,0.16,-0.18,0.24
411.821,0.02,0.17,-0.29,0.34
411.827,-0.04,0.18,-0.28,0.33
411.830,0.04,0.19,-0.34,0.39
411.839,-0.05,0.18,-0.30,0.35
411.842,0.23,-1.39,-0.24,1.43
411.846,-0.40,1.02,-0.36,1.15
411.851,0.57,0.19,-0.28,0.66
411.853,-0.58,0.65,0.11,0.88
411.856,-0.21,0.24,0.01,0.32
411.860,0.16,-0.57,-0.79,0.99
411.866,-0.01,-0.43,-0.71,0.83
411.873,0.09,-0.51,-0.18,0.55
411.877,-0.39,0.41,0.03,0.57
411.885,-0.08,-0.81,-0.06,0.82
411.886,-0.11,-0.08,-0.32,0.35
411.892,-0.08,-0.19,-0.28,0.35
411.897,-0.07,-1.29,-0.27,1.32
411.901,0.15,-1.11,-0.45,1.21
411.907,-0.06,-0.47,-0.12,0.48
411.913,0.12,-1.16,-0.28,1.20
411.920,0.13,-0.87,-0.46,0.99
411.923,-0.16,-0.13,-0.06,0.21
411.949,0.10,-0.72,-0.27,0.78
411.950,0.29,-1.16,-0.49,1.29
411.950,-0.01,-0.60,-0.23,0.64
411.951,0.00,-0.74,-0.37,0.83
411.952,0.08,-1.12,-0.35,1.18
411.953,-0.05,-0.83,-0.17,0.85
411.960,-0.03,-0.95,-0.10,0.96
411.964,0.13,-0.77,-0.14,0.79
411.968,0.02,-0.11,-0.24,0.26
411.973,0.21,-0.87,-0.54,1.04
411.979,0.21,-0.88,-0.68,1.13
411.983,-0.23,-0.25,-0.28,0.44
411.988,-0.08,-0.80,-0.22,0.83
411.993,0.11,-0.69,-0.20,0.73
411.997,-0.14,-0.13,-0.06,0.20
412.002,-0.01,-0.48,-0.33,0.59
412.007,0.08,-0.60,-0.41,0.73
412.013,-0.08,-0.46,-0.28,0.55
412.019,0.08,-0.40,-0.34,0.53
412.024,0.07,-0.00,-0.22,0.23
412.028,-0.01,-0.05,-0.24,0.25
412.035,0.04,-0.03,-0.44,0.44
412.042,-0.05,0.45,-0.19,0.49
412.046,0.03,0.03,-0.08,0.09
412.060,-0.09,-0.35,-0.21,0.42
412.061,-0.29,0.10,-0.08,0.31
412.062,0.06,0.24,-0.38,0.45
412.063,0.06,0.49,-0.49,0.70
412.070,-0.35,0.51,-0.08,0.62
412.074,0.07,-0.39,-0.29,0.49
412.079,0.08,0.12,-0.26,0.30
412.084,-0.16,0.58,0.04,0.61
412.090,0.11,-0.26,-0.37,0.47
412.094,-0.18,0.26,-0.34,0.47
412.100,-0.03,0.64,-0.31,0.71
412.104,0.14,0.21,-0.62,0.67
412.110,-0.25,0.27,-0.16,0.41
412.116,-0.01,-0.05,-0.04,0.07
412.120,0.18,0.58,-0.58,0.84
412.124,-0.26,0.84,-0.04,0.88
412.129,-0.08,-0.13,-0.31,0.35
412.135,0.09,-0.13,-0.68,0.69
412.141,-0.29,1.39,-0.10,1.42
412.144,0.21,0.13,-0.34,0.43
412.150,0.26,-0.42,-0.35,0.61
412.155,-0.16,1.52,-0.12,1.53
412.160,0.19,0.99,-0.60,1.17
412.167,0.29,0.19,-0.41,0.54
412.171,-0.46,1.07,0.02,1.16
412.175,0.26,1.01,-0.31,1.09
412.185,0.25,0.74,-0.39,0.88
412.186,-0.28,1.04,-0.13,1.09
412.193,-0.10,0.69,-0.30,0.75
412.194,0.37,0.39,-0.54,0.76
412.220,-0.15,1.64,-0.24,1.67
412.222,-0.42,1.12,0.19,1.21
412.222,0.50,-0.10,-0.50,0.71
412.223,0.04,1.94,-0.35,1.97
412.224,-0.32,1.88,-0.14,1.91
412.225,0.44,-0.23,-0.73,0.88
412.233,-0.11,1.18,-0.18,1.20
412.237,-0.00,1.33,-0.09,1.34
412.241,0.27,0.86,-0.61,1.09
412.246,-0.11,1.16,-0.02,1.16
412.253,-0.18,0.65,-0.02,0.67
412.258,0.20,0.69,-0.83,1.09
412.265,-0.20,1.65,0.06,1.66
412.268,0.19,0.39,-0.10,0.44
412.271,0.42,-0.13,-0.69,0.82
412.277,-0.00,0.72,-0.16,0.73
412.281,0.05,1.02,-0.43,1.11
412.287,0.43,0.16,-0.56,0.73
412.292,-0.18,0.62,0.17,0.67
412.299,0.02,1.27,-0.20,1.29
412.301,0.78,-0.61,-0.39,1.06
412.307,-0.36,1.05,-0.26,1.14
412.312,0.30,0.21,-0.52,0.64
412.318,0.01,-0.16,-0.28,0.32
412.319,-0.08,0.53,-0.05,0.54
412.323,0.05,-0.06,-0.20,0.21
412.327,0.19,0.11,-0.04,0.23
412.335,-0.22,0.03,0.13,0.26
412.338,0.34,-0.14,-0.74,0.82
412.341,0.21,0.17,-0.84,0.88
412.359,0.07,-0.29,-0.46,0.55
412.360,0.11,0.11,-0.12,0.20
412.361,-0.00,-0.24,0.05,0.25
412.362,0.13,-0.07,-0.14,0.20
412.368,0.04,-0.13,-0.56,0.57
412.373,-0.00,-0.35,-0.54,0.64
412.375,0.03,-0.03,-0.48,0.48
412.383,0.06,-0.01,-0.21,0.22
412.386,0.05,-0.14,0.03,0.15
412.393,-0.02,-0.14,-0.15,0.21
412.397,0.00,-0.08,-0.32,0.33
412.403,0.01,-0.09,-0.40,0.41
412.408,0.04,-0.16,-0.42,0.45
412.414,0.15,-0.05,-0.26,0.31
412.419,0.11,0.06,-0.12,0.17
412.422,0.03,-0.13,-0.12,0.18
412.428,-0.02,-0.19,-0.22,0.29
412.433,-0.02,-0.13,-0.41,0.43
412.439,0.04,-0.03,-0.45,0.45
412.442,0.09,-0.09,-0.31,0.33
412.456,0.06,-0.17,-0.18,0.26
412.457,0.01,-0.04,-0.19,0.19
412.457,-0.02,-0.10,-0.31,0.33
412.480,-0.05,-0.19,-0.40,0.44
412.481,0.01,-0.09,-0.40,0.41
412.481,0.06,-0.07,-0.29,0.30
412.482,0.09,-0.12,-0.17,0.23
412.484,0.09,-0.15,-0.18,0.25
412.490,-0.02,-0.08,-0.26,0.27
412.494,-0.03,-0.03,-0.37,0.37
412.499,0.04,-0.10,-0.36,0.38
412.502,0.04,-0.09,-0.26,0.28
412.510,0.08,-0.05,-0.20,0.22
412.514,0.08,-0.10,-0.23,0.26
412.520,0.01,-0.17,-0.33,0.37
412.524,-0.00,-0.13,-0.43,0.45
412.531,-0.02,-0.06,-0.43,0.43
412.535,0.04,-0.09,-0.29,0.30
412.540,0.05,-0.10,-0.19,0.22
412.544,0.05,-0.10,-0.16,0.20
412.551,0.08,-0.09,-0.28,0.30
412.555,0.03,-0.11,-0.44,0.45
412.561,-0.04,-0.14,-0.41,0.43
412.568,0.01,-0.03,-0.31,0.31
412.569,0.04,-0.06,-0.19,0.21
412.576,0.05,-0.09,-0.16,0.20
412.580,0.09,-0.09,-0.32,0.34
412.585,0.02,-0.13,-0.41,0.43
412.591,-0.01,-0.13,-0.37,0.39
412.598,0.06,-0.12,-0.31,0.34
412.599,0.06,-0.09,-0.20,0.23
412.605,0.07,-0.07,-0.15,0.18
412.610,0.06,-0.13,-0.31,0.35
412.629,-0.01,-0.10,-0.37,0.38
412.630,0.05,-0.07,-0.42,0.43
412.631,0.02,-0.09,-0.28,0.30
412.632,-0.01,-0.13,-0.24,0.27
412.636,0.04,-0.09,-0.18,0.21
412.640,0.04,-0.10,-0.26,0.28
412.645,0.05,-0.13,-0.38,0.41
412.649,0.03,-0.09,-0.34,0.35
412.655,0.05,-0.13,-0.32,0.34
412.661,0.10,-0.10,-0.25,0.29
412.666,0.08,-0.12,-0.23,0.27
412.670,0.02,-0.15,-0.27,0.31
412.675,0.01,-0.06,-0.38,0.39
412.680,0.04,-0.15,-0.40,0.43
412.685,-0.02,-0.09,-0.32,0.33
412.690,0.05,-0.12,-0.21,0.25
412.695,0.07,-0.07,-0.16,0.19
412.704,0.08,-0.13,-0.25,0.30
412.704,0.03,-0.12,-0.37,0.39
412.713,0.03,-0.12,-0.42,0.44
412.715,0.05,-0.09,-0.35,0.37
412.722,0.04,-0.12,-0.21,0.25
412.725,0.06,-0.04,-0.21,0.22
412.732,0.03,-0.07,-0.31,0.32
412.737,-0.04,-0.10,-0.39,0.40
412.741,-0.02,-0.12,-0.42,0.44
412.748,0.06,-0.08,-0.31,0.33
412.752,0.03,-0.14,-0.25,0.29
412.755,0.06,-0.08,-0.21,0.23
412.783,0.08,-0.12,-0.31,0.34
412.784,0.02,-0.08,-0.37,0.37
412.785,0.04,-0.10,-0.39,0.40
412.785,0.04,-0.14,-0.31,0.34
412.792,0.06,-0.10,-0.20,0.23
412.793,0.04,-0.12,-0.24,0.27
412.794,0.01,-0.11,-0.26,0.28
412.794,-0.03,-0.09,-0.39,0.40
412.799,-0.00,-0.13,-0.40,0.42
412.802,0.02,-0.11,-0.28,0.30
412.807,0.07,-0.13,-0.25,0.29
412.812,0.03,-0.09,-0.20,0.22
412.818,0.07,-0.11,-0.27,0.30
412.823,0.04,-0.12,-0.33,0.35
412.826,0.01,-0.13,-0.35,0.38
412.832,0.04,-0.11,-0.33,0.35
412.838,0.06,-0.07,-0.21,0.23
412.842,0.07,-0.14,-0.18,0.24
412.849,0.06,-0.10,-0.28,0.30
412.855,0.08,-0.10,-0.29,0.31
412.856,0.01,-0.08,-0.39,0.40
412.878,-0.00,-0.08,-0.37,0.38
412.879,-0.00,-0.10,-0.27,0.29
412.880,0.03,-0.11,-0.30,0.32
412.881,0.08,-0.12,-0.31,0.34
412.882,-0.02,-0.09,-0.31,0.33
412.889,-0.00,-0.09,-0.34,0.35
412.894,0.02,-0.10,-0.31,0.33
412.898,0.01,-0.10,-0.25,0.27
412.903,0.04,-0.10,-0.23,0.25
412.908,0.05,-0.10,-0.27,0.30
412.913,0.04,-0.12,-0.35,0.37
412.919,0.00,-0.10,-0.37,0.38
412.922,0.02,-0.08,-0.30,0.31
412.929,0.08,-0.08,-0.27,0.29
412.932,0.06,-0.09,-0.28,0.30
412.940,0.05,-0.11,-0.28,0.30
412.944,0.03,-0.09,-0.32,0.34
412.953,-0.02,-0.08,-0.37,0.38
412.954,-0.02,-0.09,-0.36,0.37
412.957,0.01,-0.08,-0.29,0.30
412.964,0.06,-0.10,-0.25,0.28
412.969,0.05,-0.09,-0.25,0.27
412.972,0.01,-0.09,-0.30,0.31
412.981,0.01,-0.12,-0.35,0.37
412.983,0.01,-0.11,-0.29,0.31
412.989,0.05,-0.11,-0.27,0.30
413.004,0.04,-0.10,-0.25,0.27
413.005,0.03,-0.08,-0.26,0.28
413.006,0.04,-0.10,-0.34,0.35
413.012,-0.01,-0.08,-0.35,0.36
413.019,0.04,-0.11,-0.34,0.36
413.020,0.06,-0.10,-0.28,0.31
413.024,0.06,-0.10,-0.25,0.27
413.031,0.01,-0.11,-0.22,0.24
413.035,0.02,-0.10,-0.27,0.29
413.039,0.03,-0.11,-0.32,0.34
413.046,0.03,-0.12,-0.34,0.36
413.049,0.04,-0.10,-0.28,0.30
413.056,0.06,-0.09,-0.21,0.24
413.060,0.04,-0.10,-0.24,0.26
413.065,0.04,-0.08,-0.31,0.33
413.069,0.00,-0.08,-0.33,0.34
413.075,-0.02,-0.12,-0.30,0.33
413.079,0.06,-0.10,-0.28,0.30
413.086,0.03,-0.13,-0.24,0.27
413.090,0.03,-0.10,-0.27,0.29
413.096,0.07,-0.10,-0.31,0.33
413.101,0.00,-0.13,-0.31,0.34
413.105,0.02,-0.07,-0.30,0.31
413.113,0.04,-0.11,-0.26,0.29
413.116,0.02,-0.11,-0.26,0.29
413.139,0.05,-0.11,-0.30,0.32
413.140,0.02,-0.13,-0.30,0.33
413.141,0.09,-0.09,-0.31,0.34
413.142,0.00,-0.10,-0.36,0.37
413.143,0.03,-0.12,-0.28,0.31
413.146,0.02,-0.08,-0.26,0.27
413.152,0.07,-0.09,-0.29,0.31
413.156,0.05,-0.10,-0.29,0.31
413.162,0.02,-0.07,-0.37,0.38
413.166,0.02,-0.08,-0.27,0.28
413.171,0.00,-0.14,-0.31,0.34
413.176,0.05,-0.05,-0.24,0.25
413.181,0.09,-0.14,-0.27,0.32
413.186,-0.01,-0.11,-0.25,0.27
413.192,0.07,-0.06,-0.29,0.31
413.196,0.03,-0.11,-0.35,0.37
413.202,0.02,-0.07,-0.32,0.33
413.206,0.05,-0.12,-0.30,0.33
413.211,0.06,-0.08,-0.28,0.30
413.216,0.11,-0.10,-0.27,0.31
413.221,0.05,-0.09,-0.30,0.32
413.228,0.02,-0.07,-0.32,0.32
413.232,0.03,-0.15,-0.28,0.32
413.237,0.03,-0.11,-0.29,0.31
413.246,0.06,-0.11,-0.29,0.32
413.247,0.03,-0.08,-0.26,0.27
413.248,0.03,-0.10,-0.31,0.33
413.255,0.02,-0.11,-0.33,0.35
413.276,0.03,-0.10,-0.29,0.31
413.277,0.04,-0.09,-0.32,0.33
413.278,0.00,-0.05,-0.25,0.26
413.279,0.02,-0.10,-0.28,0.29
413.279,0.06,-0.06,-0.31,0.32
413.284,0.02,-0.11,-0.29,0.31
413.288,0.03,-0.09,-0.28,0.30
413.296,0.06,-0.11,-0.26,0.29
413.297,0.00,-0.09,-0.30,0.31
413.303,-0.00,-0.07,-0.30,0.31
413.311,0.03,-0.12,-0.32,0.34
413.312,0.03,-0.09,-0.30,0.32
413.318,0.03,-0.07,-0.31,0.32
413.325,-0.00,-0.13,-0.30,0.32
413.329,-0.00,-0.11,-0.27,0.30
413.332,-0.00,-0.09,-0.29,0.31
413.337,0.00,-0.10,-0.29,0.31
413.345,0.03,-0.07,-0.31,0.32
413.348,0.05,-0.09,-0.31,0.33
413.354,0.02,-0.09,-0.28,0.30
413.360,0.05,-0.12,-0.31,0.33
413.364,0.04,-0.11,-0.30,0.32
413.370,0.02,-0.10,-0.32,0.33
413.391,0.02,-0.11,-0.32,0.34
413.391,0.03,-0.11,-0.29,0.31
413.392,0.03,-0.08,-0.32,0.33
413.393,0.02,-0.08,-0.33,0.33
413.394,0.04,-0.09,-0.31,0.32
413.398,0.03,-0.08,-0.27,0.28
413.405,-0.11,0.73,-0.26,0.79
413.410,0.01,0.25,-0.18,0.31
413.413,-0.05,-0.84,-0.20,0.87
413.418,0.01,-0.43,-0.46,0.63
413.423,0.11,0.49,-0.34,0.60
413.428,-0.02,0.99,-0.10,0.99
413.434,0.22,0.29,-0.29,0.47
413.441,0.17,0.27,-0.49,0.58
413.445,0.14,0.83,-0.47,0.96
413.448,0.03,0.59,-0.31,0.67
413.454,-0.02,0.28,-0.26,0.38
413.460,-0.17,1.19,-0.19,1.22
413.465,0.24,0.77,-0.36,0.88
413.469,-0.13,0.50,-0.29,0.59
413.475,-0.40,0.66,-0.14,0.78
413.480,0.02,0.47,-0.28,0.55
413.484,-0.29,1.37,-0.21,1.41
413.493,-0.11,1.13,-0.15,1.15
413.494,0.17,0.34,-0.53,0.65
413.500,0.09,0.93,-0.58,1.10
413.519,-0.16,1.26,-0.15,1.28
413.519,0.10,0.44,-0.36,0.58
413.520,0.03,0.91,-0.27,0.95
413.520,-0.15,1.44,-0.11,1.45
413.527,0.22,0.83,-0.44,0.96
413.529,0.10,0.65,-0.25,0.71
413.535,-0.12,0.76,-0.15,0.78
413.539,0.21,0.18,-0.50,0.57
413.545,-0.26,1.21,-0.11,1.25
413.550,-0.00,0.59,-0.03,0.59
413.557,0.34,0.02,-0.43,0.55
413.561,-0.06,1.02,-0.10,1.03
413.566,0.02,0.76,-0.39,0.86
413.571,0.30,0.04,-0.53,0.61
413.577,-0.01,0.52,-0.32,0.61
413.580,0.09,0.67,-0.27,0.73
413.585,0.05,0.74,-0.18,0.76
413.592,0.17,-0.14,-0.09,0.24
413.596,-0.16,0.40,-0.18,0.47
413.601,-0.24,0.16,-0.33,0.44
413.608,0.36,-0.59,-0.79,1.05
413.612,-0.20,0.63,-0.35,0.75
413.617,-0.18,0.27,0.10,0.34
413.639,0.58,-0.97,-0.37,1.19
413.640,-0.06,0.25,-0.07,0.27
413.641,-0.22,0.51,-0.01,0.55
413.642,0.75,-1.16,-1.07,1.75
413.642,-0.27,0.45,-0.29,0.60
413.647,-0.02,0.18,-0.24,0.30
413.653,0.55,-0.95,-0.49,1.20
413.657,-0.24,0.38,0.02,0.45
413.662,0.20,-0.83,-0.27,0.89
413.667,0.36,-0.51,-0.69,0.93
413.673,-0.22,1.09,-0.25,1.14
413.678,0.30,-1.32,-0.37,1.40
413.682,0.15,-0.53,-0.60,0.82
413.686,-0.32,1.03,0.19,1.09
413.694,0.65,-1.62,-0.43,1.80
413.697,0.10,-0.72,-0.54,0.90
413.702,-0.43,0.54,0.41,0.80
413.709,1.04,-1.16,-0.81,1.76
413.710,-0.11,-0.25,-0.55,0.61
413.713,-0.56,-0.45,0.09,0.72
413.717,0.66,-1.35,-0.59,1.61
413.724,0.03,0.08,-0.40,0.41
413.727,-0.24,-0.33,0.39,0.57
413.732,0.33,-1.67,-0.35,1.73
413.753,0.15,-0.85,-0.32,0.92
413.754,-0.34,-0.18,-0.15,0.41
413.755,0.05,-1.57,-0.69,1.72
413.756,0.31,-1.33,-0.64,1.51
413.757,-0.22,0.23,0.16,0.35
413.763,0.18,-1.05,-0.04,1.07
413.767,0.27,-1.86,-0.43,1.93
413.772,-0.24,-0.58,-0.22,0.66
413.777,-0.12,-0.74,-0.52,0.91
413.782,0.20,-1.48,-0.61,1.62
413.789,-0.21,-1.03,0.01,1.05
413.794,0.11,-1.17,0.01,1.18
413.798,0.20,-0.99,-0.03,1.01
413.805,-0.20,-1.05,-0.13,1.08
413.810,-0.03,-1.32,-0.72,1.50
413.815,0.10,-0.62,-0.75,0.98
413.818,0.01,-0.48,-0.20,0.52
413.823,0.10,-1.74,-0.14,1.75
413.828,0.03,-1.34,-0.15,1.35
413.834,-0.06,-0.19,-0.15,0.25
413.841,-0.02,-0.81,-0.33,0.88
413.844,-0.13,-1.43,-0.33,1.47
413.850,-0.08,-0.54,-0.45,0.70
413.873,0.34,-0.25,-0.56,0.70
413.874,0.19,-0.86,-0.26,0.92
413.875,-0.02,-0.44,-0.25,0.51
413.876,0.16,0.17,-0.48,0.54
413.877,0.12,-0.58,-0.45,0.74
413.878,-0.13,-0.73,-0.27,0.79
413.885,-0.13,0.33,-0.05,0.36
413.889,0.28,-0.23,-0.26,0.44
413.894,0.30,-1.01,-0.64,1.23
413.899,0.20,-0.12,-0.60,0.65
413.904,0.18,0.17,-0.23,0.34
413.909,-0.28,-0.29,0.25,0.47
413.915,-0.19,-0.04,0.15,0.25
413.921,0.20,0.15,-0.31,0.40
413.927,0.18,0.03,-0.52,0.56
413.927,0.08,0.31,-0.42,0.53
413.934,-0.01,-0.42,-0.36,0.55
413.941,-0.15,0.15,-0.21,0.30
413.944,0.01,0.44,-0.10,0.45
413.950,-0.02,-0.04,-0.06,0.08
413.957,-0.08,0.13,-0.18,0.23
413.960,0.21,0.05,-0.45,0.50
413.964,0.09,-0.10,-0.54,0.56
413.980,-0.07,-0.24,-0.35,0.43
413.981,0.05,0.11,-0.24,0.27
413.982,0.09,0.30,-0.19,0.37
413.988,-0.04,-0.04,-0.05,0.08
413.989,-0.06,-0.21,-0.25,0.33
413.995,0.05,0.07,-0.49,0.50
414.000,-0.01,0.05,-0.51,0.51
414.007,-0.02,-0.02,-0.36,0.36
414.010,0.04,0.11,-0.17,0.21
414.015,0.01,0.18,-0.09,0.20
414.020,-0.02,-0.07,-0.15,0.16
414.025,0.07,-0.08,-0.34,0.36
414.030,0.06,0.16,-0.48,0.51
414.037,0.03,0.08,-0.46,0.47
414.041,0.05,0.00,-0.23,0.24
414.045,0.09,-0.06,-0.12,0.16
414.050,-0.01,0.09,-0.10,0.13
414.057,0.01,0.02,-0.29,0.30
414.062,-0.07,0.03,-0.43,0.43
414.066,-0.05,0.10,-0.41,0.43
414.072,-0.01,-0.03,-0.37,0.37
414.076,0.04,-0.08,-0.13,0.16
414.081,0.07,-0.00,-0.11,0.13
414.087,0.08,0.18,-0.23,0.30
414.093,0.01,0.02,-0.36,0.36
414.097,-0.04,-0.04,-0.46,0.46
414.104,0.01,0.00,-0.32,0.32
414.108,0.01,0.03,-0.15,0.16
414.112,0.03,0.04,-0.13,0.14
414.116,0.00,0.18,-0.21,0.28
414.123,-0.00,0.04,-0.35,0.35
414.128,-0.05,-0.09,-0.32,0.34
414.132,-0.02,-0.03,-0.36,0.36
414.150,0.02,0.05,-0.31,0.31
414.151,0.06,0.09,-0.23,0.25
414.152,0.04,0.04,-0.24,0.25
414.153,0.02,0.01,-0.33,0.33
414.159,0.02,0.02,-0.38,0.38
414.162,-0.01,-0.02,-0.37,0.37
414.170,0.03,0.07,-0.30,0.31
414.176,0.04,0.11,-0.26,0.29
414.178,0.01,0.05,-0.20,0.20
414.179,0.02,-0.02,-0.22,0.23
414.181,0.02,-0.03,-0.34,0.34
414.188,0.02,0.07,-0.42,0.42
414.191,0.04,0.04,-0.35,0.36
414.196,0.03,0.04,-0.25,0.26
414.201,0.07,0.02,-0.21,0.22
414.207,0.02,-0.06,-0.30,0.31
414.213,-0.03,0.03,-0.37,0.37
414.218,-0.03,0.10,-0.42,0.43
414.225,0.00,0.07,-0.34,0.35
414.226,-0.00,-0.01,-0.16,0.16
414.232,0.01,0.01,-0.19,0.19
414.237,0.01,0.03,-0.29,0.29
414.242,0.02,0.05,-0.39,0.39
414.247,0.02,0.05,-0.39,0.39
414.255,0.06,0.03,-0.36,0.36
414.256,0.06,0.02,-0.27,0.28
414.262,0.04,0.02,-0.23,0.24
414.279,0.06,0.07,-0.21,0.23
414.280,0.02,0.06,-0.29,0.30
414.280,0.00,0.02,-0.38,0.38
414.287,-0.02,0.02,-0.35,0.35
414.288,-0.00,0.01,-0.24,0.24
414.293,0.01,-0.01,-0.19,0.19
414.297,0.04,0.03,-0.23,0.24
414.305,0.07,0.07,-0.29,0.31
414.308,0.01,0.04,-0.36,0.36
414.314,-0.01,-0.01,-0.34,0.34
414.319,0.02,0.02,-0.27,0.27
414.323,0.02,0.05,-0.22,0.22
414.329,0.03,0.05,-0.19,0.20
414.335,0.02,0.03,-0.26,0.27
414.339,-0.02,0.01,-0.35,0.35
414.344,-0.02,0.02,-0.34,0.34
414.349,-0.01,0.02,-0.29,0.29
414.354,0.01,0.05,-0.24,0.25
414.359,0.05,0.03,-0.23,0.24
414.364,0.03,0.00,-0.25,0.25
414.370,0.04,0.04,-0.29,0.30
414.374,0.04,0.02,-0.32,0.32
414.379,0.01,0.03,-0.31,0.31
414.401,-0.02,0.04,-0.26,0.26
414.402,0.00,0.03,-0.21,0.21
414.403,0.00,-0.01,-0.21,0.21
414.404,-0.00,-0.04,-0.31,0.31
414.405,-0.00,0.04,-0.34,0.35
414.409,-0.01,0.04,-0.33,0.33
414.415,-0.02,0.02,-0.29,0.29
414.422,-0.03,-0.01,-0.20,0.21
414.424,0.04,-0.01,-0.22,0.22
414.430,0.02,0.04,-0.34,0.34
414.434,0.03,0.03,-0.33,0.34
414.440,-0.00,0.04,-0.36,0.36
414.445,0.04,0.03,-0.25,0.26
414.451,0.01,0.01,-0.26,0.26
414.455,0.01,0.02,-0.22,0.22
414.461,0.02,0.04,-0.26,0.26
414.467,0.04,0.02,-0.35,0.35
414.471,0.03,0.04,-0.30,0.31
414.475,0.01,0.02,-0.34,0.34
414.480,0.04,0.00,-0.26,0.26
414.488,0.04,0.04,-0.19,0.19
414.490,-0.00,0.06,-0.24,0.25
414.495,0.01,0.03,-0.26,0.26
414.517,-0.02,0.07,-0.34,0.35
414.518,-0.00,0.04,-0.32,0.32
414.519,-0.02,0.04,-0.27,0.27
414.520,0.01,0.09,-0.22,0.23
414.521,0.05,0.05,-0.25,0.26
414.526,0.02,0.03,-0.30,0.30
414.531,-0.04,0.00,-0.35,0.35
414.537,0.04,0.02,-0.38,0.38
414.540,0.06,0.07,-0.27,0.28
414.546,0.03,0.07,-0.25,0.26
414.550,-0.02,0.00,-0.23,0.23
414.556,0.03,-0.02,-0.31,0.31
414.562,-0.01,0.04,-0.37,0.37
414.566,0.05,0.00,-0.35,0.36
414.571,0.03,0.08,-0.33,0.34
414.577,0.04,0.06,-0.23,0.24
414.581,0.06,-0.01,-0.25,0.25
414.587,0.04,0.01,-0.25,0.25
414.591,0.09,0.06,-0.35,0.36
414.596,0.07,0.04,-0.29,0.30
414.604,0.03,0.05,-0.32,0.33
414.607,0.02,0.01,-0.29,0.29
414.612,0.04,0.05,-0.21,0.22
414.619,0.08,0.04,-0.26,0.27
414.622,0.06,0.07,-0.27,0.28
414.628,-0.01,0.01,-0.34,0.34
414.648,0.03,-0.01,-0.33,0.33
414.650,0.02,0.00,-0.29,0.29
414.650,0.07,0.04,-0.26,0.28
414.651,0.00,0.03,-0.24,0.24
414.652,0.02,0.05,-0.33,0.33
414.653,0.00,0.02,-0.28,0.28
414.658,-0.02,0.01,-0.38,0.38
414.662,-0.01,0.07,-0.28,0.29
414.667,0.01,0.04,-0.22,0.23
414.679,0.03,0.05,-0.25,0.26
414.680,-0.02,0.04,-0.30,0.31
414.685,0.02,0.05,-0.34,0.35
414.689,0.05,0.01,-0.31,0.32
414.693,0.04,0.00,-0.30,0.30
414.700,0.02,0.00,-0.21,0.21
414.707,0.03,0.04,-0.21,0.22
414.708,-0.00,0.04,-0.26,0.27
414.712,-0.03,0.03,-0.30,0.30
414.717,-0.03,0.04,-0.30,0.31
414.723,-0.00,0.05,-0.31,0.32
414.728,0.02,0.03,-0.24,0.24
414.733,0.03,0.03,-0.24,0.25
414.739,0.03,0.02,-0.27,0.28
414.743,0.03,0.02,-0.29,0.30
414.749,0.00,0.04,-0.36,0.36
414.753,0.02,0.03,-0.31,0.31
414.759,0.04,0.02,-0.26,0.26
414.763,0.04,0.03,-0.22,0.22
414.770,0.04,0.02,-0.26,0.26
414.775,0.05,0.01,-0.29,0.30
414.778,0.00,0.02,-0.30,0.30
414.801,-0.00,0.03,-0.32,0.32
414.802,0.01,0.01,-0.29,0.29
414.803,0.01,0.01,-0.24,0.24
414.804,0.03,0.02,-0.26,0.26
414.807,0.02,0.03,-0.28,0.29
414.810,0.01,0.04,-0.29,0.29
414.813,0.02,0.01,-0.31,0.31
414.821,0.03,0.01,-0.26,0.27
414.823,0.03,0.01,-0.27,0.27
414.831,0.03,0.04,-0.30,0.31
414.836,0.03,0.05,-0.31,0.32
414.838,0.01,0.03,-0.30,0.30
414.848,-0.00,0.03,-0.29,0.29
414.853,-0.00,0.01,-0.28,0.28
414.854,0.01,0.03,-0.29,0.29
414.858,0.01,0.04,-0.28,0.28
414.866,0.03,0.04,-0.27,0.27
414.870,0.02,0.03,-0.30,0.30
